creativeID,adID,camgaignID,advertiserID,appID,appPlatform
1310,1122,647,56,123,2
168,592,277,74,100,2
399,1314,205,54,389,1
2738,2236,139,10,434,1
1907,493,379,84,360,1
1853,752,654,54,389,1
297,475,73,54,389,1
5215,2549,73,54,389,1
1054,1347,139,10,434,1
4550,2482,569,54,389,1
6027,504,131,54,389,1
6553,853,569,54,389,1
718,2863,517,69,428,1
787,2679,139,10,434,1
2760,3300,707,36,123,2
5054,2967,139,10,434,1
4144,839,569,54,389,1
5825,1211,139,10,434,1
3868,2648,647,56,123,2
4429,83,73,54,389,1
4952,2753,131,54,389,1
6158,72,131,54,389,1
6335,724,112,54,389,1
4479,3074,135,20,328,2
41,3064,214,24,205,2
2362,396,139,10,434,1
2742,760,241,52,356,1
5196,1186,131,54,389,1
608,2230,58,57,421,1
23,1694,704,8,84,2
2544,844,212,15,383,1
4571,2138,56,26,123,2
1059,3241,56,26,123,2
4787,2077,512,57,421,1
1928,67,112,54,389,1
937,2775,394,23,105,2
2683,408,112,54,389,1
1667,2366,654,54,389,1
4157,3549,647,56,123,2
2718,3566,552,54,389,1
676,2862,654,54,389,1
3725,3512,569,54,389,1
5866,1412,139,10,434,1
2548,2958,654,54,389,1
1682,1696,205,54,389,1
5941,2019,569,54,389,1
5271,3476,56,26,123,2
1829,1640,193,8,84,2
3473,2652,131,54,389,1
5894,1375,552,54,389,1
3738,3245,139,10,434,1
2724,1291,58,57,421,1
6298,3371,205,54,389,1
4520,96,391,54,389,1
4103,2371,131,54,389,1
5365,1876,131,54,389,1
836,1754,139,10,434,1
958,74,139,10,434,1
5850,2926,139,10,434,1
4501,2303,139,10,434,1
3657,1408,569,54,389,1
1000,913,217,44,421,1
2151,2389,574,63,360,1
1005,2160,391,54,389,1
447,1070,131,54,389,1
1657,1424,131,54,389,1
2876,2256,131,54,389,1
5504,1664,657,47,328,2
2995,155,510,40,123,2
2150,859,613,20,328,2
4011,3584,522,87,116,2
5472,1421,573,91,84,2
3582,3598,693,26,123,2
5609,1717,176,29,218,2
139,1442,131,54,389,1
5532,665,205,54,389,1
1472,2817,654,54,389,1
2357,1142,114,80,14,2
5403,2811,391,54,389,1
3472,686,574,63,360,1
2060,1314,205,54,389,1
4190,2751,521,31,146,2
2654,1799,569,54,389,1
5592,1917,112,54,389,1
5704,67,112,54,389,1
26,2329,361,91,84,2
4474,3394,197,8,84,2
5633,2042,525,52,356,1
744,863,139,10,434,1
1235,898,205,54,389,1
2973,3507,552,54,389,1
803,477,56,26,123,2
1616,290,139,10,434,1
1712,976,205,54,389,1
5063,691,205,54,389,1
5665,2843,131,54,389,1
5243,57,139,10,434,1
6059,2866,714,8,84,2
3674,1464,569,54,389,1
5079,1256,569,54,389,1
6132,1057,569,54,389,1
3508,368,73,54,389,1
146,1093,139,10,434,1
280,383,391,54,389,1
3032,2606,139,10,434,1
379,1539,73,54,389,1
1495,3220,245,13,360,1
4559,404,139,10,434,1
4276,2167,176,29,218,2
825,2477,217,44,421,1
3774,3346,205,54,389,1
1135,591,237,7,336,2
3427,1886,569,54,389,1
3742,168,439,40,123,2
6399,867,205,54,389,1
742,312,431,91,84,2
4855,3560,249,52,356,1
6385,345,232,36,123,2
3876,2912,131,54,389,1
1677,504,131,54,389,1
6286,2404,131,54,389,1
4614,2829,131,54,389,1
2555,3451,391,54,389,1
2896,2431,46,36,123,2
743,1589,647,56,123,2
4481,2617,131,54,389,1
1464,1625,205,54,389,1
3421,669,552,54,389,1
4108,3213,164,17,205,2
935,64,139,10,434,1
1637,306,139,10,434,1
2700,1711,139,10,434,1
6576,2440,205,54,389,1
277,2096,46,36,123,2
2669,310,569,54,389,1
4709,1207,131,54,389,1
872,2301,139,10,434,1
252,1577,139,10,434,1
5232,3062,205,54,389,1
2484,2847,574,63,360,1
1050,3152,73,54,389,1
4957,574,552,54,389,1
4211,3443,139,10,434,1
3617,2098,205,54,389,1
2005,2134,73,54,389,1
4616,883,720,91,84,2
4807,3397,654,54,389,1
6572,166,56,26,123,2
6123,3485,176,29,218,2
5760,2885,112,54,389,1
1384,2887,205,54,389,1
3516,1706,139,10,434,1
5361,1669,106,22,218,2
6127,3338,112,54,389,1
1635,735,353,7,336,2
3052,777,64,57,421,1
4308,1022,552,54,389,1
3254,867,205,54,389,1
1947,2098,205,54,389,1
155,40,139,10,434,1
4237,1087,303,29,286,2
3144,106,696,84,360,1
795,2516,131,54,389,1
3751,290,139,10,434,1
2612,3033,139,10,434,1
2545,2402,139,10,434,1
5523,2151,569,54,389,1
80,2710,73,54,389,1
4515,810,73,54,389,1
1570,2837,534,80,14,2
4590,1244,139,10,434,1
1458,2476,139,10,434,1
3744,1437,139,10,434,1
4395,2912,131,54,389,1
516,2439,131,54,389,1
4342,3393,131,54,389,1
4296,1500,73,54,389,1
6321,151,139,10,434,1
4610,3514,552,54,389,1
6330,802,46,36,123,2
864,2753,131,54,389,1
6263,2060,13,57,421,1
5419,3615,158,22,286,2
1381,3021,46,36,123,2
1232,225,654,54,389,1
2867,3536,112,54,389,1
3378,3246,68,8,84,2
290,1245,391,54,389,1
4913,1697,58,57,421,1
2663,2351,139,10,434,1
555,2621,654,54,389,1
1367,1103,204,83,150,2
3087,777,64,57,421,1
4760,49,139,10,434,1
843,495,58,57,421,1
1190,2251,654,54,389,1
1747,1790,73,54,389,1
1631,430,654,54,389,1
5537,1889,112,54,389,1
2851,2704,205,54,389,1
2892,1475,552,54,389,1
421,1248,139,10,434,1
293,1316,552,54,389,1
755,2427,101,40,123,2
5118,1917,112,54,389,1
1845,2817,654,54,389,1
1644,2602,139,10,434,1
1129,3013,139,10,434,1
5040,2885,112,54,389,1
2618,1643,73,54,389,1
4043,2469,512,57,421,1
2394,862,205,54,389,1
4965,2505,176,29,218,2
5444,2460,589,91,84,2
1435,3317,112,54,389,1
6218,1360,481,91,84,2
2205,2709,662,60,68,2
6025,1390,237,7,336,2
3625,425,164,17,205,2
5981,1,647,56,123,2
809,1371,647,56,123,2
4527,1278,139,10,434,1
681,812,139,10,434,1
688,1143,228,7,336,2
2832,3112,73,54,389,1
862,2616,205,54,389,1
6393,3106,205,54,389,1
6324,1119,73,54,389,1
3632,2242,715,80,14,2
1417,1074,139,10,434,1
1546,2986,87,8,84,2
2696,711,139,10,434,1
1650,3511,73,54,389,1
3063,1525,112,54,389,1
1943,2404,131,54,389,1
443,38,403,63,360,1
1837,2280,654,54,389,1
1183,2680,654,54,389,1
5352,1331,391,54,389,1
84,1149,92,57,421,1
2202,2139,89,29,286,2
552,2704,205,54,389,1
6479,1492,684,7,336,2
5382,619,89,29,286,2
1626,3540,46,36,123,2
4385,848,512,57,421,1
5369,689,112,54,389,1
3499,634,131,54,389,1
1249,1827,654,54,389,1
2551,1235,73,54,389,1
6430,2991,615,26,123,2
2440,1006,131,54,389,1
5363,193,131,54,389,1
5564,1007,552,54,389,1
4987,1959,436,40,123,2
5600,834,107,80,14,2
1753,223,654,54,389,1
2124,3088,139,10,434,1
1390,3128,139,10,434,1
2442,2887,205,54,389,1
5097,726,139,10,434,1
4891,358,205,54,389,1
592,3239,139,10,434,1
4220,2806,654,54,389,1
4549,504,131,54,389,1
5010,3010,112,54,389,1
3134,2938,552,54,389,1
6197,1397,139,10,434,1
2879,630,112,54,389,1
3719,3581,139,10,434,1
4258,742,707,36,123,2
2141,296,139,10,434,1
6538,483,139,10,434,1
4558,2317,647,56,123,2
5931,1396,599,7,336,2
3653,2242,715,80,14,2
3890,2966,391,54,389,1
712,1798,569,54,389,1
6005,2208,139,10,434,1
1615,3132,119,31,146,2
2131,3518,112,54,389,1
377,1612,158,22,286,2
967,628,345,9,116,2
3108,2007,58,57,421,1
1609,1474,139,10,434,1
606,298,654,54,389,1
6358,1489,164,17,205,2
2934,2262,391,54,389,1
4502,1154,73,54,389,1
5000,3063,391,54,389,1
6384,1059,56,26,123,2
6284,686,574,63,360,1
4378,2531,131,54,389,1
4498,115,73,54,389,1
2794,1742,569,54,389,1
5690,1778,642,3,465,1
856,290,139,10,434,1
1056,2240,654,54,389,1
4917,2806,654,54,389,1
938,2700,139,10,434,1
5050,1583,569,54,389,1
3794,2869,303,29,286,2
4786,821,139,10,434,1
6455,380,684,7,336,2
5053,215,56,26,123,2
384,1859,176,29,218,2
130,3433,353,7,336,2
870,21,176,29,218,2
1771,2771,131,54,389,1
2420,2294,686,40,123,2
5105,2504,684,7,336,2
1713,586,64,57,421,1
3767,3009,552,54,389,1
5766,3498,139,10,434,1
1345,3463,654,54,389,1
3029,1593,205,54,389,1
5681,2032,139,10,434,1
5529,1397,139,10,434,1
1224,246,139,10,434,1
2970,1403,569,54,389,1
2479,1326,139,10,434,1
4334,127,139,10,434,1
4796,598,569,54,389,1
4619,307,139,10,434,1
535,432,139,10,434,1
5067,1298,205,54,389,1
475,2412,416,36,123,2
2354,1692,654,54,389,1
529,148,345,9,116,2
536,721,56,26,123,2
5293,166,56,26,123,2
4003,1579,510,40,123,2
6066,130,303,29,286,2
1548,3371,205,54,389,1
1109,1003,718,91,84,2
4452,1678,647,56,123,2
2790,1388,325,80,14,2
398,1338,569,54,389,1
1768,3158,569,54,389,1
1619,3175,112,54,389,1
138,2017,647,56,123,2
3066,1944,262,52,356,1
391,697,552,54,389,1
5626,3103,73,54,389,1
4859,1428,205,54,389,1
3080,1768,139,10,434,1
6175,396,139,10,434,1
5478,1813,167,63,360,1
2058,1021,139,10,434,1
2991,2621,654,54,389,1
3931,194,654,54,389,1
1931,3367,552,54,389,1
3057,1645,654,54,389,1
1355,2019,569,54,389,1
3701,1645,654,54,389,1
5660,2089,139,10,434,1
4783,1204,112,54,389,1
2925,974,416,36,123,2
1209,3558,205,54,389,1
3191,899,615,26,123,2
3171,2348,654,54,389,1
2236,2158,199,87,116,2
1786,115,73,54,389,1
3952,686,574,63,360,1
1899,2829,131,54,389,1
2869,1235,73,54,389,1
1814,1886,569,54,389,1
309,813,569,54,389,1
4724,3058,139,10,434,1
353,321,654,54,389,1
5090,351,139,10,434,1
2317,853,569,54,389,1
4781,3208,423,91,84,2
5764,1768,139,10,434,1
4301,2891,685,80,14,2
165,1259,205,54,389,1
346,1656,139,10,434,1
2841,3371,205,54,389,1
916,1064,139,10,434,1
1998,3595,131,54,389,1
4912,3270,139,10,434,1
4091,1271,139,10,434,1
2550,1925,139,10,434,1
64,2818,73,54,389,1
2939,1905,615,26,123,2
1527,2652,131,54,389,1
3150,1118,131,54,389,1
6424,317,139,10,434,1
1165,179,139,10,434,1
5162,2572,391,54,389,1
1073,1793,320,80,14,2
2905,2560,99,20,336,2
3393,363,654,54,389,1
5967,1963,707,36,123,2
3959,3143,205,54,389,1
759,2089,139,10,434,1
3285,1826,303,29,286,2
258,1678,647,56,123,2
4959,344,164,17,205,2
804,1153,139,10,434,1
1633,2477,217,44,421,1
3633,2686,569,54,389,1
323,69,552,54,389,1
5530,406,391,54,389,1
6174,1605,391,54,389,1
1630,136,552,54,389,1
180,52,497,15,383,1
838,1330,654,54,389,1
4436,1151,654,54,389,1
4665,2093,232,36,123,2
1070,2391,647,56,123,2
5676,969,73,54,389,1
1506,918,391,54,389,1
1314,925,139,10,434,1
1685,2911,139,10,434,1
3787,408,112,54,389,1
6477,3452,205,54,389,1
1588,2929,416,36,123,2
2155,3371,205,54,389,1
214,863,139,10,434,1
3335,1087,303,29,286,2
2409,3331,56,26,123,2
1728,2630,112,54,389,1
2837,100,73,54,389,1
3402,765,58,57,421,1
412,1156,158,22,286,2
174,1463,139,10,434,1
2744,2886,112,54,389,1
2750,2969,112,54,389,1
152,1118,131,54,389,1
6207,1945,205,54,389,1
4566,2650,139,10,434,1
6331,3346,205,54,389,1
3239,3126,552,54,389,1
1981,1237,139,10,434,1
5287,543,139,10,434,1
1410,749,205,54,389,1
1364,3036,391,54,389,1
4971,251,552,54,389,1
1564,753,707,36,123,2
5695,2303,139,10,434,1
3862,2020,139,10,434,1
591,3460,139,10,434,1
1018,74,139,10,434,1
3913,1947,522,87,116,2
4663,2538,591,80,14,2
4542,2581,300,80,14,2
4095,3130,677,91,84,2
6115,3124,139,10,434,1
3133,2127,303,29,286,2
3109,1880,391,54,389,1
3737,2781,139,10,434,1
1505,3599,394,23,105,2
2746,1074,139,10,434,1
4425,330,205,54,389,1
5664,793,552,54,389,1
2842,2864,654,54,389,1
1884,821,139,10,434,1
1299,251,552,54,389,1
638,2982,661,80,14,2
2013,579,455,32,286,2
2299,64,139,10,434,1
1278,3476,56,26,123,2
1096,1926,73,54,389,1
3231,2461,73,54,389,1
1090,3493,569,54,389,1
2408,3492,473,57,421,1
492,2811,391,54,389,1
3308,1789,391,54,389,1
842,1220,391,54,389,1
1980,783,391,54,389,1
889,1333,112,54,389,1
2312,3315,205,54,389,1
5125,2968,654,54,389,1
4404,1260,205,54,389,1
4061,670,139,10,434,1
3448,2549,73,54,389,1
2685,12,391,54,389,1
3943,1004,139,10,434,1
5131,1493,73,54,389,1
1504,1067,391,54,389,1
2520,87,391,54,389,1
2668,2341,391,54,389,1
2932,1675,131,54,389,1
636,373,8,20,328,2
3630,1928,164,17,205,2
5973,366,112,54,389,1
2089,2375,56,26,123,2
1040,937,248,52,356,1
4812,1924,205,54,389,1
1621,3109,131,54,389,1
4105,1722,139,10,434,1
972,2390,205,54,389,1
3489,1583,569,54,389,1
1066,2390,205,54,389,1
3612,2236,139,10,434,1
2176,2566,707,36,123,2
1906,3088,139,10,434,1
5589,731,112,54,389,1
1494,163,382,47,328,2
5642,3598,693,26,123,2
368,899,615,26,123,2
2289,3180,615,26,123,2
404,3228,131,54,389,1
2691,2440,205,54,389,1
1125,3487,139,10,434,1
5308,2620,139,10,434,1
3164,1827,654,54,389,1
2160,1860,552,54,389,1
5984,1085,242,91,84,2
949,395,112,54,389,1
3733,1,647,56,123,2
1335,3177,112,54,389,1
598,343,139,10,434,1
1120,475,73,54,389,1
1590,1266,139,10,434,1
3532,1990,56,26,123,2
1011,2098,205,54,389,1
3276,1733,552,54,389,1
3349,3530,552,54,389,1
5731,987,56,26,123,2
345,2994,654,54,389,1
1803,521,139,10,434,1
4896,771,647,56,123,2
3008,549,569,54,389,1
1322,2135,687,91,84,2
365,126,552,54,389,1
1987,2249,205,54,389,1
683,2471,391,54,389,1
6108,138,600,89,420,1
3855,2204,58,57,421,1
897,2184,552,54,389,1
4450,941,205,54,389,1
2224,3534,56,26,123,2
148,1282,417,2,319,2
1392,1841,347,45,304,2
3316,2264,139,10,434,1
5366,129,592,8,84,2
298,40,139,10,434,1
1134,1843,117,80,14,2
4722,2783,552,54,389,1
5457,1248,139,10,434,1
143,3178,654,54,389,1
3977,2872,164,17,205,2
4090,2551,569,54,389,1
4800,3124,139,10,434,1
4766,95,647,56,123,2
4776,3190,313,22,286,2
1550,3187,175,47,328,2
3470,516,205,54,389,1
2770,284,131,54,389,1
699,2494,7,20,336,2
5644,2199,164,17,205,2
2938,2720,139,10,434,1
2512,2971,64,57,421,1
5114,838,458,20,336,2
1847,3309,139,10,434,1
1272,691,205,54,389,1
664,2100,48,91,84,2
822,72,131,54,389,1
3697,1592,552,54,389,1
151,3331,56,26,123,2
2419,741,391,54,389,1
5585,918,391,54,389,1
2147,212,131,54,389,1
440,193,131,54,389,1
936,1982,569,54,389,1
4311,56,654,54,389,1
2460,3397,654,54,389,1
5373,2862,654,54,389,1
3407,627,569,54,389,1
4049,1500,73,54,389,1
2800,3010,112,54,389,1
5309,1445,112,54,389,1
5179,193,131,54,389,1
4805,247,46,36,123,2
3962,3444,569,54,389,1
2253,2318,147,80,14,2
4188,2181,119,31,146,2
49,1469,535,80,14,2
6232,3531,701,91,84,2
2323,935,707,36,123,2
3667,1615,647,56,123,2
4118,1422,391,54,389,1
430,3063,391,54,389,1
5963,2926,139,10,434,1
4107,1061,131,54,389,1
6136,3175,112,54,389,1
4505,314,139,10,434,1
5212,3081,139,10,434,1
2976,381,391,54,389,1
6182,111,205,54,389,1
3574,2498,204,83,150,2
3520,2303,139,10,434,1
194,1536,164,17,205,2
2717,2666,688,87,116,2
831,3073,439,40,123,2
1832,474,654,54,389,1
4641,69,552,54,389,1
3614,1451,139,10,434,1
425,1211,139,10,434,1
4688,1812,139,10,434,1
3288,1094,512,57,421,1
5474,1880,391,54,389,1
533,2341,391,54,389,1
6128,428,391,54,389,1
6338,474,654,54,389,1
3501,193,131,54,389,1
6222,1698,391,54,389,1
3523,708,391,54,389,1
3958,1507,139,10,434,1
6051,1368,569,54,389,1
557,789,248,52,356,1
886,95,647,56,123,2
1357,1988,455,32,286,2
5606,452,139,10,434,1
3983,1701,274,29,286,2
3235,1168,303,29,286,2
1793,319,625,57,421,1
312,925,139,10,434,1
1469,621,303,29,286,2
711,855,654,54,389,1
5025,2834,112,54,389,1
1161,102,139,10,434,1
1295,221,112,54,389,1
515,1812,139,10,434,1
6238,722,205,54,389,1
4990,1796,139,10,434,1
3006,3601,112,54,389,1
2285,2058,139,10,434,1
6475,3247,654,54,389,1
85,1473,552,54,389,1
999,2939,139,10,434,1
1027,2278,521,31,146,2
5580,3369,413,44,421,1
2611,100,73,54,389,1
955,2516,131,54,389,1
957,2203,139,10,434,1
5399,174,164,17,205,2
3213,1126,64,57,421,1
645,2264,139,10,434,1
634,1576,139,10,434,1
4685,246,139,10,434,1
4265,55,56,26,123,2
6319,3522,92,57,421,1
1509,3332,512,57,421,1
161,930,56,26,123,2
6154,187,139,10,434,1
2917,11,139,10,434,1
3979,3215,56,26,123,2
342,174,164,17,205,2
2974,1271,139,10,434,1
251,1094,512,57,421,1
3132,2594,73,54,389,1
1206,1145,73,54,389,1
3389,942,391,54,389,1
5269,909,139,10,434,1
4418,3159,128,91,84,2
200,3331,56,26,123,2
4593,3152,73,54,389,1
3110,3576,73,54,389,1
2218,1589,647,56,123,2
4114,3149,88,80,14,2
5170,2508,68,8,84,2
630,1153,139,10,434,1
4899,1066,254,48,336,2
162,2471,391,54,389,1
4330,68,139,10,434,1
2434,1488,139,10,434,1
3825,3016,139,10,434,1
4383,1677,73,54,389,1
1044,2180,139,10,434,1
1157,2436,552,54,389,1
2518,1930,552,54,389,1
4271,2576,552,54,389,1
1032,2714,391,54,389,1
3578,3062,205,54,389,1
976,3452,205,54,389,1
628,3314,552,54,389,1
2412,627,569,54,389,1
2227,3,73,54,389,1
4209,1347,139,10,434,1
2134,3583,345,9,116,2
6550,792,552,54,389,1
1119,606,73,54,389,1
6227,689,112,54,389,1
511,2199,164,17,205,2
1271,2230,58,57,421,1
4128,849,353,7,336,2
6491,3402,510,40,123,2
5798,3587,139,10,434,1
6533,1616,73,54,389,1
4762,1833,647,56,123,2
1311,150,647,56,123,2
5445,307,139,10,434,1
5635,3261,654,54,389,1
5216,1347,139,10,434,1
1197,853,569,54,389,1
5936,483,139,10,434,1
109,3036,391,54,389,1
2893,3201,615,26,123,2
5326,66,391,54,389,1
4650,2993,575,52,356,1
1582,2652,131,54,389,1
3993,1127,709,91,84,2
3576,2584,654,54,389,1
5178,2517,131,54,389,1
232,1467,131,54,389,1
246,3013,139,10,434,1
1038,295,693,26,123,2
1756,2055,569,54,389,1
4819,2551,569,54,389,1
3440,642,286,52,356,1
4740,74,139,10,434,1
3849,1883,139,10,434,1
1227,855,654,54,389,1
4991,452,139,10,434,1
1363,3029,139,10,434,1
3758,179,139,10,434,1
6285,942,391,54,389,1
6102,136,552,54,389,1
5177,98,552,54,389,1
207,1030,354,52,356,1
1160,1999,274,29,286,2
2857,3608,139,10,434,1
1196,1766,654,54,389,1
2833,2482,569,54,389,1
6041,3519,391,54,389,1
1171,3261,654,54,389,1
978,3136,654,54,389,1
6192,400,569,54,389,1
5505,2825,205,54,389,1
1319,2710,73,54,389,1
1516,2462,299,11,262,2
5425,1204,112,54,389,1
4053,705,355,68,127,2
2807,477,56,26,123,2
3289,151,139,10,434,1
5757,1861,139,10,434,1
4948,2531,131,54,389,1
1008,3068,139,10,434,1
5796,3285,131,54,389,1
3648,2380,139,10,434,1
4820,2579,391,54,389,1
2740,3449,391,54,389,1
6476,1031,139,10,434,1
5426,619,89,29,286,2
4909,2197,313,22,286,2
4625,1473,552,54,389,1
3245,1098,455,32,286,2
494,289,92,57,421,1
3226,1869,315,89,420,1
1013,116,356,40,123,2
4922,3180,615,26,123,2
6380,141,315,89,420,1
4246,3213,164,17,205,2
1745,3143,205,54,389,1
1194,2555,615,26,123,2
1185,1210,112,54,389,1
729,2598,385,32,286,2
468,1212,654,54,389,1
1321,1178,654,54,389,1
4364,3419,654,54,389,1
5143,395,112,54,389,1
762,1535,685,80,14,2
261,2906,96,87,116,2
4769,693,233,52,356,1
195,2183,313,22,286,2
3805,2522,112,54,389,1
93,724,112,54,389,1
3418,665,205,54,389,1
1026,822,205,54,389,1
4312,930,56,26,123,2
3442,1796,139,10,434,1
3640,959,139,10,434,1
259,2355,391,54,389,1
5815,1048,391,54,389,1
3330,845,139,10,434,1
3467,892,139,10,434,1
4567,300,552,54,389,1
6075,1606,112,54,389,1
1977,2963,475,83,150,2
5688,400,569,54,389,1
3872,1459,569,54,389,1
926,3033,139,10,434,1
3400,1162,139,10,434,1
2656,2565,552,54,389,1
2406,780,391,54,389,1
6076,2131,73,54,389,1
2681,3472,625,57,421,1
992,375,73,54,389,1
1150,1379,73,54,389,1
2197,2854,139,10,434,1
2588,3390,654,54,389,1
1208,1875,131,54,389,1
3237,2620,139,10,434,1
1810,1102,647,56,123,2
2064,2965,521,31,146,2
765,3139,199,87,116,2
2993,2565,552,54,389,1
3969,1083,248,52,356,1
96,1920,654,54,389,1
4050,1754,139,10,434,1
4025,2005,394,23,105,2
3740,2296,569,54,389,1
1839,2671,73,54,389,1
4231,1379,73,54,389,1
45,2572,391,54,389,1
3801,2302,164,17,205,2
5653,1170,139,10,434,1
6086,98,552,54,389,1
2006,747,205,54,389,1
4332,551,709,91,84,2
543,574,552,54,389,1
5781,3573,139,10,434,1
2431,589,139,10,434,1
5620,2296,569,54,389,1
1921,2284,139,10,434,1
3748,674,131,54,389,1
216,615,569,54,389,1
4112,2214,139,10,434,1
3714,283,84,81,109,2
793,2034,139,10,434,1
579,3327,482,74,100,2
5440,21,176,29,218,2
3821,197,647,56,123,2
2062,343,139,10,434,1
1912,1027,686,40,123,2
4117,3214,391,54,389,1
4202,1153,139,10,434,1
4033,2068,391,54,389,1
5829,1101,569,54,389,1
5912,2862,654,54,389,1
4694,333,139,10,434,1
5029,1609,139,10,434,1
1679,2858,569,54,389,1
1622,2634,615,26,123,2
3812,721,56,26,123,2
2805,3476,56,26,123,2
670,1267,603,29,286,2
4792,174,164,17,205,2
145,2880,579,87,116,2
2429,553,552,54,389,1
2871,2691,139,10,434,1
1080,711,139,10,434,1
2649,1298,205,54,389,1
366,3576,73,54,389,1
3770,3239,139,10,434,1
1727,1631,205,54,389,1
3384,1328,647,56,123,2
4879,3068,139,10,434,1
523,2380,139,10,434,1
4287,1887,647,56,123,2
5827,87,391,54,389,1
3371,2805,569,54,389,1
2153,1501,131,54,389,1
3314,2254,552,54,389,1
4399,406,391,54,389,1
5933,55,56,26,123,2
1782,1855,55,47,328,2
2816,2320,512,57,421,1
4818,2910,569,54,389,1
2726,2605,615,26,123,2
5818,437,169,52,356,1
3817,549,569,54,389,1
1953,1507,139,10,434,1
4102,2203,139,10,434,1
2304,2963,475,83,150,2
3391,3260,303,29,286,2
4863,382,418,52,356,1
4038,2243,205,54,389,1
6020,2710,73,54,389,1
2557,399,654,54,389,1
3978,2997,258,52,356,1
386,2915,455,32,286,2
521,1989,56,26,123,2
4387,2240,654,54,389,1
2221,2806,654,54,389,1
2599,151,139,10,434,1
172,131,56,26,123,2
5611,1197,139,10,434,1
5712,1237,139,10,434,1
2911,728,552,54,389,1
939,827,131,54,389,1
1526,2330,131,54,389,1
694,2546,139,10,434,1
2855,2280,654,54,389,1
6309,364,139,10,434,1
5439,1143,228,7,336,2
3795,772,345,9,116,2
5485,2843,131,54,389,1
4858,2393,112,54,389,1
5526,511,139,10,434,1
6336,1071,500,91,84,2
3921,1826,303,29,286,2
3778,681,89,29,286,2
3306,2922,56,26,123,2
833,2212,615,26,123,2
6529,423,56,26,123,2
3998,1006,131,54,389,1
4535,2689,73,54,389,1
1827,248,112,54,389,1
1340,1494,205,54,389,1
4460,106,696,84,360,1
2780,1422,391,54,389,1
4303,2382,139,10,434,1
2799,1373,552,54,389,1
3196,2631,112,54,389,1
1877,2806,654,54,389,1
1805,1082,73,54,389,1
201,2572,391,54,389,1
4283,2206,636,52,356,1
4817,2546,139,10,434,1
1487,1264,394,23,105,2
3105,1481,139,10,434,1
3568,629,307,80,14,2
741,3511,73,54,389,1
5763,1507,139,10,434,1
2791,3314,552,54,389,1
4919,56,654,54,389,1
5670,477,56,26,123,2
6355,1866,650,48,336,2
3461,630,112,54,389,1
5677,486,112,54,389,1
1629,1717,176,29,218,2
1692,2519,60,3,465,1
2456,845,139,10,434,1
4458,344,164,17,205,2
654,2574,707,36,123,2
401,744,46,36,123,2
6142,3284,512,57,421,1
618,2584,654,54,389,1
3218,2287,139,10,434,1
1280,2294,686,40,123,2
4510,1119,73,54,389,1
5778,2798,647,56,123,2
5636,675,599,7,336,2
6013,1064,139,10,434,1
5628,64,139,10,434,1
4833,2393,112,54,389,1
1520,1583,569,54,389,1
1173,2686,569,54,389,1
3920,1103,204,83,150,2
4678,2864,654,54,389,1
4417,2651,654,54,389,1
6369,1442,131,54,389,1
6485,1715,647,56,123,2
570,305,56,26,123,2
6079,1170,139,10,434,1
301,233,429,36,123,2
2187,762,112,54,389,1
1809,2476,139,10,434,1
961,1463,139,10,434,1
6359,2988,315,89,420,1
1930,270,569,54,389,1
6357,3205,205,54,389,1
3877,1819,707,36,123,2
254,1141,413,44,421,1
2356,2824,139,10,434,1
4081,1188,131,54,389,1
4573,1883,139,10,434,1
2796,916,139,10,434,1
4771,1616,73,54,389,1
479,2351,139,10,434,1
1151,677,643,3,465,1
4487,3115,131,54,389,1
4700,1166,430,80,14,2
1177,857,455,32,286,2
3710,2718,139,10,434,1
2567,232,647,56,123,2
930,2258,56,26,123,2
968,1789,391,54,389,1
4396,2373,24,47,328,2
2933,2317,647,56,123,2
6580,2082,654,54,389,1
1170,243,112,54,389,1
4865,2649,391,54,389,1
3001,875,73,54,389,1
909,1539,73,54,389,1
3604,1029,139,10,434,1
4361,752,654,54,389,1
4658,2740,139,10,434,1
2422,695,131,54,389,1
4413,2843,131,54,389,1
106,46,139,10,434,1
2806,2847,574,63,360,1
4869,2416,131,54,389,1
3259,169,654,54,389,1
6302,2602,139,10,434,1
6091,2301,139,10,434,1
1575,284,131,54,389,1
849,2548,139,10,434,1
5915,2800,654,54,389,1
3693,1444,615,26,123,2
943,728,552,54,389,1
2968,3241,56,26,123,2
1291,1948,647,56,123,2
3865,1423,693,26,123,2
4316,197,647,56,123,2
3272,403,112,54,389,1
556,395,112,54,389,1
817,2514,139,10,434,1
2257,2251,654,54,389,1
1104,1494,205,54,389,1
53,1989,56,26,123,2
2030,2932,647,56,123,2
5715,713,139,10,434,1
3535,1776,439,40,123,2
4446,2167,176,29,218,2
4224,2025,488,47,328,2
3573,3535,569,54,389,1
6561,2394,552,54,389,1
3369,363,654,54,389,1
1936,3575,139,10,434,1
2629,1887,647,56,123,2
4306,3023,617,8,84,2
5049,555,139,10,434,1
2684,2936,139,10,434,1
1502,2606,139,10,434,1
5254,427,413,44,421,1
3785,909,139,10,434,1
1074,816,112,54,389,1
66,2198,552,54,389,1
4721,1601,205,54,389,1
3267,395,112,54,389,1
866,619,89,29,286,2
4433,486,112,54,389,1
4431,1508,647,56,123,2
2787,36,131,54,389,1
4044,1070,131,54,389,1
3530,2292,394,23,105,2
1349,1211,139,10,434,1
5222,2720,139,10,434,1
